,City,Country,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Date
360,Balkhash,KZ,46.844,74.9804,48.2,43,0,11.18,1619484193
361,Helena,US,46.5927,-112.0361,55.4,30,90,11.5,1619484193
362,Santiago del Estero,AR,-27.7951,-64.2615,61.66,62,7,7.18,1619484099
363,Lethem,GY,3.3803,-59.7968,75.6,92,100,11.32,1619484193
364,Ribeira Brava,PT,32.65,-17.0667,59.0,83,57,5.99,1619484193
365,Junction City,US,39.0286,-96.8314,82.4,44,20,17.27,1619484193
366,Tiznit Province,MA,29.5833,-9.5,56.07,87,0,2.3,1619484193
367,Rusnė,LT,55.2964,21.3758,37.4,87,75,11.18,1619484194
368,Santo Domingo,DO,18.5001,-69.9886,81.0,78,40,1.19,1619484194
369,Sistranda,NO,63.7256,8.834,33.8,86,75,2.3,1619484270
370,Pindiga,NG,9.9833,10.9333,80.73,53,94,7.36,1619484270
371,Marabu,MY,4.4148,114.0089,82.4,83,20,4.61,1619484270
372,San Ramon,US,37.7799,-121.978,59.0,44,1,19.57,1619484271
373,Gaza,PS,31.5,34.4667,62.01,100,100,7.02,1619484264
374,Yinchuan,CN,38.4681,106.2731,51.22,16,100,3.69,1619484271
375,Talcahuano,CL,-36.7167,-73.1167,57.2,82,0,4.61,1619484271
376,Zhigansk,RU,66.7697,123.3711,16.03,85,100,16.06,1619484271
377,Nikel,RU,69.4128,30.222,26.6,80,70,6.91,1619484271
378,Kahului,US,20.8947,-156.47,80.6,57,20,6.91,1619484272
379,Sungai Raya,ID,0.7,108.9,81.77,78,15,2.82,1619484187
380,Mizdah,LY,31.4451,12.9801,73.24,23,24,4.47,1619484272
381,Dubbo,AU,-32.25,148.6167,68.0,52,0,10.36,1619484272
382,Norsup,VU,-16.0667,167.3833,81.68,68,97,11.45,1619484272
383,Pemberton,CA,50.3164,-122.8027,53.6,54,75,3.44,1619484273
384,Monrovia,LR,6.3005,-10.7969,77.0,100,20,5.79,1619484235
385,Vila Velha,BR,-20.3297,-40.2925,78.8,89,75,2.3,1619484166
386,Kamina,CD,-8.7386,24.9906,65.66,92,100,2.8,1619484273
387,Brooks,CA,50.5834,-111.8851,60.8,21,5,8.05,1619484273
388,Naze,JP,28.3667,129.4833,71.6,64,20,8.05,1619484273
389,Shimoda,JP,34.6667,138.95,59.0,67,75,9.22,1619484273
390,Dwārka,IN,22.2394,68.9678,80.04,74,0,9.31,1619484274
391,Tromsø,NO,69.6496,18.957,30.2,93,75,6.91,1619484274
392,Saint Anthony,US,45.0205,-93.218,46.99,76,90,8.05,1619484274
393,Cartagena del Chairá,CO,1.3349,-74.8429,74.5,96,100,2.06,1619484274
394,La Ronge,CA,55.1001,-105.2842,33.8,86,90,11.5,1619484274
395,Charters Towers,AU,-20.1,146.2667,75.34,44,74,12.5,1619484274
396,Sayyan,YE,15.1718,44.3244,53.46,85,100,1.39,1619484275
397,Potiskum,NG,11.7091,11.0694,83.79,14,0,6.89,1619484275
398,Novy Urengoy,RU,66.0833,76.6333,31.21,96,100,14.5,1619484275
399,Bereda,ES,43.2686,-7.5406,52.0,100,66,3.0,1619484275
400,Mehamn,NO,71.0357,27.8492,30.43,65,99,9.31,1619484275
401,Shache,CN,38.4167,77.2406,59.52,22,0,1.92,1619484276
402,Bako,ET,5.7833,36.5667,61.3,94,100,3.47,1619484276
403,Nome,US,64.5011,-165.4064,44.6,61,1,3.44,1619484276
404,Carnot,CF,4.9409,15.8665,73.2,69,33,0.74,1619484276
405,Hervey Bay,AU,-25.2986,152.8535,73.0,71,96,8.99,1619484281
406,Hasaki,JP,35.7333,140.8333,61.0,51,75,5.75,1619484281
407,Araouane,ML,18.9048,-3.5265,88.68,14,29,10.67,1619484282
408,Kieta,PG,-6.2167,155.6333,86.7,64,80,3.69,1619484282
409,Sur,OM,22.5667,59.5289,84.65,37,9,9.82,1619484282
410,Pangnirtung,CA,66.1451,-65.7125,34.48,98,100,3.22,1619484282
411,Palu,ID,-0.8917,119.8707,87.55,62,33,1.72,1619484282
412,Bowen,AU,-20.0167,148.2333,77.0,65,85,17.27,1619484283
413,Ndungu,TZ,-4.3667,38.05,70.7,93,100,3.18,1619484283
414,Along,IN,28.1667,94.7667,74.8,47,79,2.06,1619484283
415,Grand-Santi,GF,4.25,-54.3833,73.72,99,100,3.13,1619484283
416,Tobermory,CA,45.2501,-81.6665,37.4,70,100,4.61,1619484283
417,Liberia,LR,6.5,-9.5,73.99,98,60,2.44,1619484283
418,Shiyan,CN,32.6475,110.7781,67.15,66,100,4.54,1619484283
419,Yuxia,CN,34.0615,108.6291,59.0,82,51,4.47,1619484284
420,Marmora,IT,44.4583,7.094,48.2,93,90,4.61,1619484284
421,Fukuechō,JP,32.6881,128.8419,60.8,94,75,11.5,1619484284
422,Darnah,LY,32.767,22.6367,59.67,70,43,4.92,1619484284
423,Mandalgovi,MN,45.7625,106.2708,32.25,53,86,18.41,1619484284
424,Sept-Îles,CA,50.2001,-66.3821,42.8,87,90,16.11,1619484284
425,Bubaque,GW,11.2833,-15.8333,78.01,70,51,15.88,1619484285
426,Piaçabuçu,BR,-10.4056,-36.4344,77.83,81,4,5.32,1619484285
427,Baryshivka,UA,50.361,31.3217,39.0,69,0,4.47,1619484285
428,Port Said,EG,31.2565,32.2841,62.6,82,0,11.5,1619484285
429,Souillac,MU,-20.5167,57.5167,75.2,94,75,8.05,1619484285
430,Golden,US,39.7555,-105.2211,73.0,10,75,13.8,1619484285
431,Greenville,US,35.6127,-77.3663,64.99,58,1,5.84,1619484286
432,Tautira,PF,-17.7333,-149.15,87.8,58,40,5.75,1619484286
433,Sisimiut,GL,66.9395,-53.6735,33.85,99,100,5.91,1619484286
434,Chiredzi,ZW,-21.05,31.6667,63.79,59,4,2.86,1619484286
435,Palembang,ID,-2.9167,104.7458,77.0,88,20,4.61,1619484286
436,Arlit,NE,18.7369,7.3853,90.19,10,85,8.43,1619484287
437,Aljezur,PT,37.3191,-8.8033,57.9,92,78,4.72,1619484287
438,Wanning,CN,18.8003,110.3967,79.65,83,100,5.73,1619484287
439,Itaituba,BR,-4.2761,-55.9836,73.17,99,100,1.54,1619484072
440,Krasnosel'kup,RU,65.7,82.4667,30.69,89,9,15.93,1619484287
441,Cayenne,GF,4.9333,-52.3333,75.99,100,75,3.44,1619484288
442,Portland,US,45.5234,-122.6762,57.99,62,75,5.46,1619484288
443,Huron,US,41.1501,-82.5499,57.99,52,100,3.0,1619484288
444,Khandyga,RU,62.6667,135.6,33.64,100,100,4.41,1619484288
445,Cairns,AU,-16.9167,145.7667,79.0,78,90,13.8,1619484081
446,Koygorodok,RU,60.445,50.9968,36.46,97,100,6.67,1619484288
447,Korem,ET,12.5058,39.5228,52.83,84,100,3.76,1619484288
448,Henderson,US,36.0397,-114.9819,69.8,30,1,24.16,1619484051
449,Pachino,IT,36.7186,15.0907,64.4,52,100,13.8,1619484289
450,Domoni,KM,-12.2569,44.5319,78.49,84,84,2.82,1619484289
451,Newberry,US,34.2746,-81.6187,64.99,79,8,4.79,1619484294
452,Coari,BR,-4.085,-63.1414,73.17,98,100,2.51,1619484294
453,Arti,RU,56.4234,58.5328,34.66,73,81,7.0,1619484294
454,Mgandu,TZ,-5.95,34.1333,59.5,98,90,4.52,1619484295
455,Berlevåg,NO,70.8578,29.0864,31.69,60,100,11.23,1619484295
456,Yulara,AU,-25.2406,130.9889,66.2,32,0,16.11,1619484295
457,Deputatsky,RU,69.3,139.9,28.06,94,100,2.39,1619484295
458,Terrace,CA,54.5163,-128.6035,62.6,20,20,11.5,1619484295
459,Huarmey,PE,-10.0681,-78.1522,67.46,87,6,8.32,1619484295
460,Wangou,CN,42.0623,126.9127,46.81,90,100,6.38,1619484296
461,Hirara,JP,24.8,125.2833,77.0,60,20,14.97,1619484296
462,Kholodnyy,RU,62.7167,147.95,15.55,79,100,4.14,1619484296
463,Okhotsk,RU,59.3833,143.3,25.97,77,100,4.14,1619484296
464,Pitimbu,BR,-7.4706,-34.8086,77.0,88,20,4.61,1619484296
465,Salalah,OM,17.0151,54.0924,80.6,74,20,4.61,1619484297
466,Tual,ID,-5.6667,132.75,83.1,57,5,3.13,1619484297
467,Rājur,IN,20.1167,78.9167,88.02,34,100,11.27,1619484297
468,Anta,IN,25.15,76.3,83.44,8,0,2.37,1619484297
469,Havøysund,NO,70.9963,24.6622,26.6,93,40,4.61,1619484297
470,Władysławowo,PL,54.7909,18.4009,37.0,69,75,6.91,1619484297
471,Karaman Province,TR,37.0833,33.25,44.89,78,47,10.67,1619484176
472,Imbituba,BR,-28.24,-48.6703,68.0,60,75,3.44,1619484298
473,Assiniboia,CA,49.6334,-105.9845,55.4,33,99,5.75,1619484298
474,Tezu,IN,27.9167,96.1667,85.8,19,5,0.78,1619484298
475,Laval,CA,45.57,-73.692,48.2,31,10,3.44,1619484298
476,Tilichiki,RU,60.4667,166.1,31.03,99,100,0.49,1619484298
477,Trairi,BR,-3.2778,-39.2689,77.79,81,73,6.98,1619484131
478,Derbent,RU,42.0678,48.2899,53.74,90,100,6.6,1619484299
479,Pacific Grove,US,36.6177,-121.9166,55.99,77,74,1.01,1619484299
480,Mitsamiouli,KM,-11.3847,43.2844,80.85,73,71,7.23,1619484299
481,Orshanka,RU,56.9161,47.8933,32.14,83,8,3.38,1619484217
482,Katra,IN,32.9833,74.95,65.08,41,5,10.89,1619484299
483,Mokhsogollokh,RU,61.4681,128.9203,32.83,87,100,8.52,1619484299
484,Byron Bay,AU,-28.65,153.6167,69.8,68,40,10.36,1619484300
485,Vallenar,CL,-28.5708,-70.7581,61.68,70,0,2.33,1619484300
486,Labuhan,ID,-6.8844,112.2051,80.78,77,14,6.62,1619484300
487,Bereket,TM,39.2446,55.5154,76.06,30,99,2.71,1619484300
488,Panabá,MX,21.2833,-88.2667,83.1,54,41,14.12,1619484301
489,Lewiston,US,44.1003,-70.2148,39.99,56,1,13.8,1619484301
490,Auki,SB,-8.7676,160.7034,83.57,77,100,3.76,1619484301
491,Saldanha,ZA,-33.0117,17.9442,62.6,94,8,10.36,1619484303
492,Gushi,CN,34.6425,109.5843,64.45,49,56,4.23,1619484303
493,Launceston,AU,-41.45,147.1667,57.0,66,31,5.75,1619484304
494,Constitución,CL,-35.3333,-72.4167,57.67,66,0,7.67,1619484304
495,Coyhaique,CL,-45.5752,-72.0662,51.8,87,75,8.05,1619484021
496,Zhuhai,CN,22.2769,113.5678,73.4,94,40,10.36,1619484262
497,Yakeshi,CN,49.2833,120.7333,38.98,54,100,25.66,1619484310
498,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,42,0,23.02,1619484310
499,Palmer,US,42.1584,-72.3287,51.01,34,20,11.5,1619484310
500,Haverfordwest,GB,51.8017,-4.9691,46.0,99,85,4.85,1619484311
501,Husavik,IS,66.0449,-17.3389,26.6,100,0,4.61,1619484312
502,Sargatskoye,RU,55.6101,73.4972,42.75,61,62,7.05,1619484312
503,Saint-Pierre,RE,-21.3393,55.4781,77.0,73,90,19.57,1619484312
504,Natal,BR,-5.795,-35.2094,78.8,73,40,6.91,1619484041
505,Örnsköldsvik,SE,63.2909,18.7153,26.6,93,90,3.44,1619484204
506,Otacílio Costa,BR,-27.4831,-50.1219,47.3,80,0,1.9,1619484313
507,Hualmay,PE,-11.0964,-77.6139,66.94,87,3,9.22,1619484313
508,Bitam,GA,2.076,11.5007,69.06,98,100,1.68,1619484313
509,Saint-François,FR,46.4154,3.9054,46.99,93,0,2.3,1619484313
510,Ballarat,AU,-37.5662,143.8496,60.01,77,30,4.12,1619484196
511,Trincomalee,LK,8.5711,81.2335,80.06,81,19,5.44,1619484314
512,São João da Barra,BR,-21.6403,-41.0511,73.24,93,15,10.0,1619484314
513,Ugoofaaru,MV,5.6667,73.0,83.55,72,98,7.61,1619484314
514,Great Yarmouth,GB,52.6083,1.7305,44.01,87,13,1.14,1619484314
515,Flinders,AU,-34.5833,150.8552,71.01,64,0,1.99,1619484314
516,Kirksville,US,40.1948,-92.5833,82.4,39,1,23.02,1619484314
517,Caucayá,CO,-0.1934,-74.7819,73.9,96,100,2.01,1619484315
518,Ruwi,OM,23.5996,58.5507,80.6,29,0,2.3,1619484315
519,Praia da Vitória,PT,38.7333,-27.0667,60.8,88,75,6.87,1619484315
520,Minzhu,CN,43.7286,127.3447,50.34,88,100,6.35,1619484315
521,Pechenga,RU,69.5259,31.1703,26.6,80,78,6.91,1619484315
522,Korla,CN,41.7597,86.1469,56.66,29,46,5.06,1619484316
523,Bandarbeyla,SO,9.4942,50.8122,82.47,72,94,3.49,1619484316
524,Myaundzha,RU,63.0494,147.1858,17.78,84,100,4.56,1619484316
525,Waingapu,ID,-9.6567,120.2641,80.85,58,6,9.71,1619484316
526,Gisors,FR,49.2818,1.7801,42.8,70,0,9.22,1619484316
527,Kasongo-Lunda,CD,-6.4667,16.8167,70.03,95,100,0.87,1619484316
528,Taloqan,AF,36.7361,69.5345,64.27,46,0,5.12,1619484316
529,Santana do Mundaú,BR,-9.1681,-36.2222,75.2,94,20,2.3,1619484317
530,Pucara,PE,-15.9803,-71.4606,35.44,64,1,3.42,1619484317
531,Salamiyah,SY,35.0113,37.0532,57.11,84,11,19.62,1619484317
532,Hermiston,US,45.8404,-119.2895,69.01,26,1,3.44,1619484317
533,Nevşehir,TR,38.9167,34.6667,48.2,81,75,4.61,1619484317
534,Leninogorsk,RU,54.6026,52.4609,38.88,54,100,1.9,1619484318
535,Porto Santo,PT,33.072,-16.3415,62.6,82,40,10.36,1619484318
536,Bengkulu,ID,-3.8004,102.2655,78.67,79,61,3.0,1619484318
537,Clyde River,CA,70.4692,-68.5914,24.8,100,90,3.44,1619484318
538,Mayumba,GA,-3.432,10.6554,78.57,88,100,5.32,1619484319
539,Viedma,AR,-40.8135,-62.9967,58.78,48,0,9.48,1619484035
540,Muli,MV,2.9167,73.5667,82.63,73,44,6.26,1619484324
541,Drummondville,CA,45.8834,-72.4824,44.6,52,24,9.22,1619484324
542,Escuintla,GT,14.305,-90.785,86.0,70,75,6.91,1619484324
543,Salinópolis,BR,-0.6136,-47.3561,79.16,83,100,7.76,1619484324
544,Severnyy,RU,50.677,36.5532,32.0,93,0,11.18,1619484324
545,Buarcos,PT,40.166,-8.8768,57.99,100,40,2.3,1619484325
546,Valparaíso,CL,-33.0393,-71.6273,55.4,88,90,3.44,1619484291
547,Khor,RU,47.8861,134.9464,58.42,28,100,9.35,1619484325
548,Russell,US,32.3502,-85.1999,77.0,73,1,3.44,1619484325
549,Pajapan,MX,18.25,-94.7,84.2,84,1,11.5,1619484325
550,Half Moon Bay,US,37.4636,-122.4286,59.0,71,1,14.97,1619484325
551,Cabedelo,BR,-6.9811,-34.8339,77.0,88,20,4.61,1619484325
552,Prince Rupert,CA,54.3161,-130.3201,59.0,20,1,3.44,1619484326
553,Solnechnyy,RU,50.7214,136.6319,51.96,39,100,8.48,1619484326
554,Gay,RU,51.4666,58.4552,46.4,100,75,8.95,1619484075
555,Lae,PG,-6.7221,146.9847,84.2,65,40,5.75,1619484326
556,Miandrivazo,MG,-19.5167,45.4667,73.83,84,94,4.16,1619484326
557,Yeppoon,AU,-23.1333,150.7333,77.0,50,20,11.5,1619484326
558,Vernon,CA,50.2581,-119.2691,64.99,25,98,3.44,1619484327
559,Casablanca,MA,33.5928,-7.6192,60.8,82,40,10.36,1619484148
560,Nyurba,RU,63.2842,118.3319,20.08,68,100,9.6,1619484327
561,Port Hawkesbury,CA,45.6169,-61.3485,44.01,100,90,8.05,1619484327
